Name	Rarity	Type	Sub-Type	Class	Cost	Attack	HP	CanGet	Decription
Ancient of War	Epic	Minion	General	Druid	7	5	5	true	Choose One - +5 Attack; or +5 Health and Taunt.Young Night Elves love to play "Who can get the Ancient of War to Uproot?"  You lose if you get crushed to death.
Arcane Giant	Epic	Minion	General	Any	12	8	8	true	Costs (1) less for each spell you've cast this game.Claims to be drawn to Karazhan because of the ley lines. Actually, just loves Moroes’ cooking.
Arcane Tyrant	Epic	Minion	Elemental	Any	5	4	4	true	Costs (0) if you've cast a spell that costs (5) or more this turn.Tyrant is such a strong word.
Astral Tiger	Epic	Minion	General	Druid	4	3	5	true	Deathrattle: Shuffle a copy of this minion into your deck.Astral kitty litter is surprisingly hard to find.
Avenging Wrath	Epic	Spell		Paladin	6	-1	-1	true	Deal 8 damage randomly split among all enemies.Wham! Wham! Wham! Wham! Wham! Wham! Wham! Wham!
Bane of Doom	Epic	Spell		Warlock	5	-1	-1	true	Deal 2 damage to a character.  If that kills it, summon a random Demon.My advice to you is to avoid Doom, if possible.
Bestial Wrath	Epic	Spell		Hunter	1	-1	-1	true	Give a friendly Beast +2 Attack and Immune this turn.The seething wrath is just beneath the surface.  Beneath that is wild abandon, followed by slight annoyance.
Big Game Hunter	Epic	Minion	General	Any	5	4	2	true	Battlecry: Destroy a minion with an Attack of 7 or more.Mere devilsaurs no longer excite him.  Soon he'll be trying to catch Onyxia with only a dull Krol Blade.
Biteweed	Epic	Minion	General	Rogue	2	1	1	true	Combo: Gain +1/+1 for each other card you've played this turn.AKA Edwin VanLeaf.
Bittertide Hydra	Epic	Minion	Beast	Any	5	8	8	true	Whenever this minion takes damage, deal 3 damage to your hero.It's actually only the middle head that's bitter. The others are sweet and spicy.
Blackguard	Epic	Minion	General	Paladin	6	3	9	true	Whenever your hero is healed, deal that much damage to a random enemy minion."Did I ever tell you the story of when I single-handedly took down a 29/29 C'thun?" - Reno Jackson
Blade of C'Thun	Epic	Minion	General	Rogue	9	4	4	true	Battlecry: Destroy a minion. Add its Attack and Health to C'Thun's (wherever it is).C'Thun demands a sacrifice! Preferably a Deathwing.
Bladed Gauntlet	Epic	Weapon		Warrior	2	0	2	true	Has Attack equal to your Armor. Can't attack heroes.CAUTION: DO NOT SCRATCH NOSE.
Blazecaller	Epic	Minion	Elemental	Any	7	6	6	true	Battlecry: If you played an Elemental last turn, deal 5 damage.For when a flamecaller just won't do.
Blood Knight	Epic	Minion	General	Any	3	3	3	true	Battlecry: All minions lose Divine Shield. Gain +3/+3 for each Shield lost.The Blood Knights get their holy powers from the Sunwell, which you should NOT bathe in.
Blood Warriors	Epic	Spell		Warrior	3	-1	-1	true	Add a copy of each damaged friendly minion to your hand.They have an uneasy rivalry with the Blood Paladins.
Blood of The Ancient One	Epic	Minion	General	Any	9	9	9	true	If you control two of these at the end of your turn, merge them into 'The Ancient One'.Add two cups of Blood of the Ancient One to one cup of lemon juice. Add just a dash of sugar and stir. Delicious!
Bloodbloom	Epic	Spell		Warlock	2	-1	-1	true	The next spell you cast this turn costs Health instead of Mana.Help save mana. Donate blood today!
Blubber Baron	Epic	Minion	General	Any	3	1	1	true	Whenever you summon a Battlecry minion while this is in your hand, gain +1/+1.When oil, railroad, steel, robber, and red are all already taken, your options are limited.
Branching Paths	Epic	Spell		Druid	4	-1	-1	true	Choose Twice - Draw a card; Give your minions +1 Attack; Gain 6 armor.Three paths diverged in a darkened hall, and I -I took the one less traveled by.And got eaten by a slime.
Brass Knuckles	Epic	Weapon		Warrior	4	2	3	true	After your hero attacks, give a random minion in your hand +1/+1.For the goon that wants to make a fashion statement.
Brawl	Epic	Spell		Warrior	5	-1	-1	true	Destroy all minions except one.  (chosen randomly)Do you know the first rule of Brawl Club?
Bright-Eyed Scout	Epic	Minion	General	Any	4	3	4	true	Battlecry: Draw a card. Change its Cost to (5).Also inordinately excited for cupcakes.
Bring It On!	Epic	Spell		Warrior	2	-1	-1	true	Gain 10 Armor. Reduce the Cost of minions in your opponent's hand by (2).Brrr, it's cold in here. Let's hope she doesn't have an Auctioneer!
Burgly Bully	Epic	Minion	General	Any	5	4	6	true	Whenever your opponent casts a spell, add a Coin to your hand.He only burgles to pay the bills. He is really just a bully at heart.
Cabal Shadow Priest	Epic	Minion	General	Priest	6	4	5	true	Battlecry: Take control of an enemy minion that has 2 or less Attack.You never know who may be secretly working for the Cabal....
Cabalist's Tome	Epic	Spell		Mage	5	-1	-1	true	Add 3 random Mage spells to your hand.What's in there? I bet it's cookie recipes!
Call of the Wild	Epic	Spell		Hunter	9	-1	-1	true	Summon all 3 Animal Companions."Hello. Misha, Leokk and Huffer aren't here right now, but if you leave a message we'll get back to you right away." BEEP.
Call to Arms	Epic	Spell		Paladin	4	-1	-1	true	Recruit 3 minions that cost (2) or less.More personal than a text to arms.
Carnivorous Cube	Epic	Minion	General	Any	5	4	6	true	Battlecry: Destroy a friendly minion.Deathrattle: Summon 2 copies of it.He's always grumpy unil he's eaten his first barista of the morning.
Cataclysm	Epic	Spell		Warlock	4	-1	-1	true	Destroy all minions. Discard your hand.RUN FROM SKY CANDLES! THEY BURN! RUN!
Charged Devilsaur	Epic	Minion	Beast	Any	8	7	7	true	ChargeBattlecry: Can't attack heroes this turn.What happens when a dinosaur mixes soda and pop rocks.
Chittering Tunneler	Epic	Minion	Beast	Warlock	3	3	3	true	Battlecry: Discover a spell.Deal damage to your hero equal to its Cost.Ear to the ground, he carefully interpreted the chittering noises: “You wanna cast a spell? I wanna cast a spell!”
Corpsetaker	Epic	Minion	General	Any	4	3	3	true	Battlecry: Gain Taunt if your deck has a Taunt minion. Repeat for Divine Shield, Lifesteal, Windfury.Her extensive collection of corpses includes one of nearly every type. She'd love for you to join it.
Corridor Creeper	Epic	Minion	Beast	Any	7	2	5	true	Costs (1) less whenever a minion dies while this is in your hand.It likes the smell of dead things, which is curious, as it has no visible nose.
Crazed Worshipper	Epic	Minion	General	Any	5	3	6	true	Taunt. Whenever this minion takes damage, give your C'Thun +1/+1 (wherever it is).Every month they share a pancake breakfast with the Perfectly Rational Worshippers.
Crushing Walls	Epic	Spell		Hunter	7	-1	-1	true	Destroy your opponent's left and right-most minions."It could be worse!" "It's worse."
Cryostasis	Epic	Spell		Shaman	2	-1	-1	true	Give a minion +3/+3 and Freeze it.We'll thaw you out when we find a cure!
Curious Glimmerroot	Epic	Minion	General	Priest	3	3	3	true	Battlecry: Look at 3 cards.Guess which one started in your opponent's deck to get a copy of it.George promised to be good. But it's easy for little Glimmerroots to forget.
Cyclopian Horror	Epic	Minion	General	Any	4	3	3	true	Taunt. Battlecry: Gain +1 Health for each enemy minion.What are the qualifications for being a 'Horror?' Just how horrible do you have to be?
DOOM!	Epic	Spell		Warlock	10	-1	-1	true	Destroy all minions. Draw a card for each.We ran out of space for "DOOOOOOOOOOOM!!!!!"
Darkspeaker	Epic	Minion	General	Any	5	3	6	true	Battlecry: Swap stats with a friendly minion.People often think that Darkspeaker is the arch nemesis of Lightspeaker, but that title actually belongs to Heavyspeaker.
Dead Man's Hand	Epic	Spell		Warrior	2	-1	-1	true	Shuffle a copy of your hand into your deck.I got two pair, Rags and Armorsmiths. What you got?
Deathaxe Punisher	Epic	Minion	General	Any	4	3	3	true	Battlecry: Give a random Lifesteal minion in your hand +2/+2.Don't fear the Arcanite Reaper.
Deck of Wonders	Epic	Spell		Mage	5	-1	-1	true	Shuffle 5 Scrolls into your deck. When drawn, cast a random spell."Pick a card, any card. Wait! No! Not that one!" - Last words of previous owner
Defias Cleaner	Epic	Minion	General	Any	6	5	7	true	Battlecry: Silence a minion with Deathrattle.His house cleaning service is quite thorough. Not a spot to be found... or any of your stuff!
Dinomancy	Epic	Spell		Hunter	2	-1	-1	true	Your Hero Power becomes 'Give a Beast +2/+2'Anyone can dinomance. Just put your lips together and RAAWWWAARGGGH.
Dinosize	Epic	Spell		Paladin	8	-1	-1	true	Set a minion's Attack and Health to 10.Comes with fries and a drink.
Dirty Rat	Epic	Minion	General	Any	2	2	6	true	TauntBattlecry: Your opponent summons a random minion from their hand.It's not his fault… Someone keeps stealing his soap!
Doomerang	Epic	Spell		Rogue	1	-1	-1	true	Throw your weapon at a minion. It deals its damage, then returns to your hand.Guaranteed to return your weapon directly to your hand! (Wear gloves. Thick ones.)
Doomhammer	Epic	Weapon		Shaman	5	2	8	true	Windfury, Overload: (2)Orgrim Doomhammer gave this legendary weapon to Thrall.  His name is a total coincidence.
Doomsayer	Epic	Minion	General	Any	2	0	7	true	At the start of your turn, destroy ALL minions.He's almost been right so many times. He was sure it was coming during the Cataclysm.
Dragon's Fury	Epic	Spell		Mage	5	-1	-1	true	Reveal a spell from your deck. Deal damage equal to its Cost to all minions."C'mon Hucklemuck. She'll never notice if we take just one little coin."
Dragonfire Potion	Epic	Spell		Priest	6	-1	-1	true	Deal 5 damage to all minions except Dragons.No one was brave enough to fire the dragon in person… so they made the potion do it.
Dragonhatcher	Epic	Minion	General	Any	9	2	4	true	At the end of your turn, Recruit a Dragon.Which came first? The dragon or the dragonhatcher?
Drakkari Enchanter	Epic	Minion	General	Any	3	1	5	true	Your end of turn effects trigger twice.Drakkari sorceresses have the irritating habit of repeating themselves at the end of every sentence. Every sentence.
Earth Elemental	Epic	Minion	Elemental	Shaman	5	7	8	true	TauntOverload: (3)Nothing beats rock.
Embrace Darkness	Epic	Spell		Priest	6	-1	-1	true	Choose an enemy minion. At the start of your turn, take control of it.Once you both get comfortable, darkness is actually pretty snuggly.
Embrace the Shadow	Epic	Spell		Priest	2	-1	-1	true	This turn, your healing effects deal damage instead.For when your Auchenai Soulpriests call in sick.
Emerald Hive Queen	Epic	Minion	Beast	Any	1	2	3	true	Your minions cost (2) more.She rules the emerald hive at the end of the yellow brick trail.
Eternal Sentinel	Epic	Minion	General	Shaman	2	3	2	true	Battlecry: Unlock your Overloaded Mana Crystals.Just try to avoid eye contact.
Evasion	Epic	Spell		Rogue	2	-1	-1	true	Secret: After your hero takes damage, become Immune this turn.Works on weapons, missiles, and taxes.
Explore Un'Goro	Epic	Spell		Warrior	2	-1	-1	true	Replace your deck with copies of "Discover a card."It turns out cards DO grow on trees!
Faceless Manipulator	Epic	Minion	General	Any	5	3	3	true	Battlecry: Choose a minion and become a copy of it.The Faceless Ones are servants of Yogg-Saron, and they feed on fear. Right now they are feeding on your fear of accidentally disenchanting all your good cards.
Faceless Shambler	Epic	Minion	General	Any	4	1	1	true	TauntBattlecry: Copy a friendly minion's Attack and Health."What is that thing?!" "I'm not sure, but it seems to be sort of Y'sera shaped."
Fal'dorei Strider	Epic	Minion	General	Rogue	4	4	4	true	Battlecry: Shuffle 3 Ambushes into your deck. When drawn, summon a 4/4 Spider.What's worse? Seeing the spider, or NOT seeing the spider, but knowing it's somewhere in your deck?
Far Sight	Epic	Spell		Shaman	3	-1	-1	true	Draw a card. That card costs (3) less.Drek'thar can't see, but he can see. You know what I mean? It's ok if you don't.
Fatespinner	Epic	Minion	General	Druid	5	5	3	true	Choose a Deathrattle (Secretly) - Deal 3 damage to all minions; or Give them +2/+2.Her clothing? Pure silk, of course.
Fel Orc Soulfiend	Epic	Minion	General	Any	3	3	7	true	At the start of your turn, deal 2 damage to this minion."Doc says the persistent burning sensation in my soul is probably just an ulcer."
Fight Promoter	Epic	Minion	General	Any	6	4	4	true	Battlecry: If you control a minion with 6 or more Health, draw two cards."Yeah, I can get you Knuckles. No, no, he's been clean for *weeks*."
Finders Keepers	Epic	Spell		Shaman	1	-1	-1	true	Discover a card with Overload. Overload: (1)INFINITE LOOP!
Forbidden Ancient	Epic	Minion	General	Druid	1	1	1	true	Battlecry: Spend all your Mana. Gain +1/+1 for each mana spent.This Ancient was banned from the local tavern after tucking a 'Dr. Boom' up its sleeve.
Forbidden Flame	Epic	Spell		Mage	0	-1	-1	true	Spend all your Mana. Deal that much damage to a minion.WARNING: This flame is not to be used unless you are a licensed acolyte of the Old Gods.
Forbidden Healing	Epic	Spell		Paladin	0	-1	-1	true	Spend all your Mana. Heal for double the mana you spent.No one's quite sure why it's forbidden. And yes, that should make you nervous.
Forbidden Shaping	Epic	Spell		Priest	0	-1	-1	true	Spend all your Mana. Summon a random minion that costs that much.But the minion arrives covered in goo.
Force of Nature	Epic	Spell		Druid	5	-1	-1	true	Summon three 2/2 Treants."I think I'll just nap under these trees. Wait... AAAAAHHH!" - Blinkfizz, the Unfortunate Gnome
Furnacefire Colossus	Epic	Minion	General	Any	6	6	6	true	Battlecry: Discard all weapons from your hand and gain their stats.Smelts in his mouth, not in your hand.
Gentle Megasaur	Epic	Minion	Beast	Any	4	5	4	true	Battlecry: Adapt your Murlocs."Low, low rents! Must enjoy a nomadic lifestyle. Quasi-sentient, bipedal, amphibious humanoids ONLY!"
Giant Anaconda	Epic	Minion	Beast	Druid	7	5	3	true	Deathrattle: Summon a minion from your hand with 5 or more Attack.Must be something it ate.
Giant Sand Worm	Epic	Minion	Beast	Hunter	8	8	8	true	Whenever this attacks and kills a minion, it may attack again.Banned from every all-you-can-eat buffet on Azeroth.
Glacial Mysteries	Epic	Spell		Mage	8	-1	-1	true	Put one of each Secret from your deck into the battlefield.The secret is in the frosting.
Gladiator's Longbow	Epic	Weapon		Hunter	7	5	2	true	Your hero is Immune while attacking.The longbow allows shots to be fired from farther away and is useful for firing on particularly odorous targets.
Gluttonous Ooze	Epic	Minion	General	Any	3	3	3	true	Battlecry: Destroy your opponent's weapon and gain Armor equal to its Attack.Three time winner of the Un'Goro weapon eating contest.
Gnomeferatu	Epic	Minion	General	Warlock	2	2	3	true	Battlecry: Remove the top card from your opponent's deck.She prefers the term "Glampire."
Gorehowl	Epic	Weapon		Warrior	7	7	1	true	Attacking a minion costs 1 Attack instead of 1 Durability.Grommash Hellscream's famous axe.  Somehow this ended up in Prince Malchezaar's possession.  Quite the mystery!
Grand Archivist	Epic	Minion	General	Any	8	4	7	true	At the end of your turn, cast a spell from your deck (targets chosen randomly).Qualifications: Found pointy hat.
Greater Arcane Missiles	Epic	Spell		Mage	7	-1	-1	true	Shoot three missiles at random enemies that deal 3 damage each.Wow, and I thought Arcane Missiles was great!
Hammer of Twilight	Epic	Weapon		Shaman	5	4	2	true	Deathrattle: Summon a 4/2 Elemental.Stop! It's Twlight Hammer time.
Hungry Crab	Epic	Minion	Beast	Any	1	1	2	true	Battlecry: Destroy a Murloc and gain +2/+2.Murloc.  It's what's for dinner.
Ice Block	Epic	Spell		Mage	3	-1	-1	true	Secret: When your hero takes fatal damage, prevent it and become Immune this turn.Ice is nice, and will suffice!
Kabal Trafficker	Epic	Minion	General	Warlock	6	6	6	true	At the end of your turn, add a random Demon to your hand.She ships illicit mana crystals around the world in packages marked: FUNNEL CAKE.
